Price,Date_Place,Brand,Year,New_Car,Engine,Km,Transmission,Gas
€3.000,Lefkosia,BMW,2001,5-Series ,"3,0L",565000,Automatic,Hybrid
€19.999,Famagusta,Toyota,2013,RAV4 ,"2,2L",116300,Automatic,Diesel
€13.700,Larnaca,Nissan,2018,Note ,"1,2L",65000,Automatic,Hybrid
€5.200,Limassol,Nissan,2002,Navara ,"2,5L",250000,Manual,Diesel
€34.700,Lefkosia,Alfa,2018,Romeo Stelvio ,"2,0L",80500,Automatic,Petrol
€1.900,Limassol,Mini,2003,Coupe ,"1,5L",200,Manual,Petrol
€1.700,Limassol,Volkswagen,1995,Golf ,"1,6L",14300,Manual,Petrol
€5.300,Limassol,BMW,2004,3-Series ,"2,2L",158000,Manual,Petrol
€10.000,Lefkosia,Subaru,2004,Legacy ,"2,0L",199000,Automatic,Petrol
€3.200,Limassol,Hyundai,2004,Tucson ,"2,0L",175000,Manual,Petrol
€23.000,Limassol,Honda,2007,S2000 ,"2,0L",120000,Manual,Petrol
€16.000,Limassol,Nissan,2016,Qashqai ,"1,6L",102000,Automatic,Diesel
€3.000,Limassol,Mercedes-Benz,1984,190 ,"2,0L",231277,Manual,Petrol
€34.900,Larnaca,Mercedes-Benz,2014,S-Class ,"3,0L",224000,Automatic,Diesel
€6.500,Lefkosia,Nissan,2007,Qashqai ,"1,6L",160000,Manual,Petrol
€35.500,Limassol,Cadillac,1988,DeVille ,"4,5L",162000,Automatic,Petrol
€40.850,Paphos,Mercedes-Benz,2018,GLC-Class ,"2,2L",85000,Automatic,Diesel
€9.700,Lefkosia,KIA,2013,Soul ,"1,6L",120000,Automatic,Diesel
€1.500,Larnaca,Honda,1996,Integra ,"1,6L",319000,Automatic,Petrol
€33.500,Limassol,Porsche,2006,Cayman ,"3,4L",118000,Manual,Petrol
€8.000,Paphos,Suzuki,2018,Alto ,"0,7L",16000,Automatic,Hybrid
€10.500,Limassol,Toyota,1999,MRS ,"1,8L",60000,Manual,Petrol
€15.000,Lefkosia,Saab,2013,9-5 ,"2,0L",190000,Automatic,Petrol
€29.700,Lefkosia,Mitsubishi,2021,L200 ,"2,2L",40000,Manual,Diesel
€19.800,Lefkosia,BMW,2008,X6 ,"3,0L",270000,Automatic,Diesel
€11.000,Limassol,Audi,2008,A5 ,"1,8L",158000,Automatic,Petrol
€3.400,Lefkosia,Toyota,2002,Yaris ,"1,4L",301000,Manual,Diesel
€58.000,Limassol,Mercedes-Benz,2019,E-Class ,"2,9L",46000,Automatic,Diesel
€36.500,Lefkosia,Jeep,2012,Wrangler ,"2,8L",110000,Automatic,Diesel
€15.600,Limassol,Smart,2019,Forfour ,"0,9L",58000,Automatic,Petrol
€4.499,Limassol,Renault,2010,Megane ,"1,5L",116000,Manual,Diesel
€23.000,Limassol,Mazda,2018,CX-5 ,"2,5L",120000,Automatic,Petrol
€3.000,Paphos,BMW,2002,3-Series ,"2,0L",287000,Manual,Petrol
€3.500,Larnaca,Volkswagen,1996,Golf ,"1,9L",105000,Manual,Petrol
€3.200,Limassol,Honda,2004,Jazz ,"1,4L",158000,Manual,Petrol
€14.700,Larnaca,Mazda,2019,Demio ,"1,5L",47000,Automatic,Petrol
€37.000,Limassol,Porsche,2009,Cayman ,"3,4L",73000,Automatic,Petrol
€14.800,Lefkosia,Skoda,2016,Fabia ,"1,2L",117000,Automatic,Petrol
€13.900,Larnaca,Toyota,2018,Vitz ,"1,3L",97000,Automatic,Petrol
€9.900,Larnaca,Hyundai,2011,ix35 ,"2,0L",145100,Manual,Diesel
€3.495,Limassol,Smart,2004,Fortwo ,"0,7L",97000,Automatic,Petrol
€23.800,Lefkosia,Mitsubishi,2017,Outlander ,"2,0L",176000,Automatic,Plug-In
€26.000,Limassol,Mini,2018,Cooper ,"2,0L",88000,Automatic,Petrol
€3.500,Lefkosia,Ford,2006,Focus ,"1,5L",240000,Manual,Petrol
€11.000,Lefkosia,Hyundai,2011,ix35 ,"1,6L",150000,Manual,Petrol
€1.500,Paphos,Honda,1997,Civic ,"1,4L",124000,Manual,Petrol
€12.900,Lefkosia,Nissan,2019,Note ,"1,2L",68000,Automatic,Petrol
€28.500,Famagusta,Toyota,2017,Hilux ,"2,4L",130000,Automatic,Diesel
€18.500,Paphos,Mercedes-Benz,2013,SLK-Class ,"2,1L",150000,Automatic,Diesel
€17.500,Larnaca,BMW,2016,3-Series ,"2,0L",180000,Automatic,Diesel
€1.300,Larnaca,Mercedes-Benz,2001,C-Class ,"2,0L",295000,Automatic,Petrol
€98.000,Limassol,Mercedes-Benz,2022,GLE-Class ,"3,0L",7900,Automatic,Diesel
€37.000                    ,Limassol,Audi,2017,S4 ,"3,0L",40000,Automatic,Petrol
€6.500,Lefkosia,Mini,2009,Cooper ,"1,6L",166000,Automatic,Petrol
€4.700,Limassol,Chevrolet,2008,Captiva ,"2,1L",155000,Automatic,Diesel
€11.500,Lefkosia,Honda,2014,Jazz ,"1,4L",51609,Automatic,Hybrid
€24.000,Larnaca,Mazda,2019,CX-5 ,"2,2L",80000,Automatic,Diesel
€3.500,Lefkosia,Honda,2003,Fit ,"1,3L",309000,Automatic,Petrol
€4.200,Larnaca,"Opel,",2011,Vauxhall Corsa ,"1,3L",135000,Manual,Diesel
€3.500,Lefkosia,Volvo,2007,C30 ,"1,6L",132000,Manual,Petrol
€7.500,Limassol,Toyota,2007,RAV4 ,"2,2L",195000,Manual,Diesel
€8.500,Limassol,Cars,1958,Classic ,"1,5L",280000,Manual,Petrol
€32.000,Lefkosia,Honda,2019,CRV ,"2,0L",19000,Automatic,Hybrid
€95.000,Lefkosia,Mercedes-Benz,2021,GLE-Class ,"3,0L",8000,Automatic,Diesel
€6.000,Limassol,Mercedes-Benz,2007,CLK-Class ,"2,2L",190000,Automatic,Diesel
€700,Lefkosia,Volvo,1997,S40 ,"1,8L",70000,Manual,Petrol
€8.900,Paphos,Alfa,2017,Romeo MiTo ,"1,3L",45000,Manual,Diesel
€15.900,Paphos,Mitsubishi,2013,L200 ,"2,5L",110000,Manual,Diesel
€19.500,Larnaca,Mercedes-Benz,2013,E-Class ,"2,2L",275000,Automatic,Diesel
€48.000,Lefkosia,Land,2018,Rover Discovery ,"2,0L",94000,Automatic,Diesel
€12.900,Paphos,BMW,2011,X3 ,"2,0L",235000,Automatic,Diesel
€4.000,Lefkosia,Mercedes-Benz,2005,B-Class ,"1,9L",180000,Automatic,Diesel
€3.250,Paphos,Suzuki,2001,Grand Vitara ,"1,6L",160000,Manual,Petrol
€2.000,Larnaca,Mercedes-Benz,1994,C-Class ,"1,8L",225000,Manual,Petrol
€16.800,Larnaca,Toyota,2012,Hilux ,"2,5L",173000,Manual,Diesel
€11.800,Paphos,Nissan,2018,Note ,"1,2L",45350,Automatic,Petrol
€29.750,Limassol,Nissan,2016,Navara ,"2,2L",129000,Automatic,Diesel
€6.900,Limassol,Cars,1997,Classic ,"2,0L",179000,Manual,Petrol
€180.000,Paphos,Mercedes-Benz,2020,G-Class ,"3,0L",14000,Automatic,Diesel
€5.000,Lefkosia,Ford,2012,Fiesta ,"1,4L",117000,Manual,Diesel
€6.200,Larnaca,Toyota,2002,Hilux ,"2,4L",320000,Manual,Diesel
€27.000,Paphos,Mercedes-Benz,2013,M-Class ,"2,2L",147000,Automatic,Diesel
€6.500,Famagusta,Mitsubishi,1994,Pajero ,"2,8L",145000,Automatic,Diesel
€51.300,Famagusta,Mercedes-Benz,2018,E-Class ,"2,0L",90000,Automatic,Diesel
€4.500,Limassol,Cars,1988,Other ,"2,9L",30000,Manual,Diesel
€30.000,Limassol,Nissan,1989,300ZX ,"3,0L",64000,Automatic,Petrol
€3.500,Paphos,Honda,2001,Civic ,"1,7L",135778,Manual,Petrol
€3.800,Paphos,"Opel,",2009,Vauxhall Astra ,"1,4L",199000,Manual,Petrol
€20.900,Lefkosia,Nissan,2017,X-Trail ,"1,6L",116000,Automatic,Diesel
€2.500,Lefkosia,BMW,2003,3-Series ,"2,2L",187000,Automatic,Petrol
€4.100,Paphos,Mercedes-Benz,2004,CLK-Class ,"2,0L",160000,Automatic,Petrol
€1.250,Limassol,Volkswagen,1997,Golf ,"1,8L",193000,Manual,Petrol
€15.300,Famagusta,Mitsubishi,2002,Pajero ,"3,5L",160000,Automatic,Petrol
€36.800,Larnaca,Mercedes-Benz,2018,SLC-Class ,"1,6L",32400,Automatic,Petrol
€14.500,Larnaca,Mini,2013,Countryman ,"2,0L",174000,Automatic,Diesel
€30.000,Paphos,Volkswagen,2015,Golf ,"2,0L",74500,Automatic,Petrol
€5.850,Limassol,Nissan,2011,Micra ,"1,2L",150000,Manual,Petrol
€15.500,Limassol,Mitsubishi,2010,L200 ,"2,5L",92000,Automatic,Diesel
€21.800,Limassol,BMW,2016,X1 ,"1,5L",137000,Automatic,Petrol
€8.500,Larnaca,Audi,2008,A6 ,"2,0L",210000,Automatic,Diesel
€36.000,Limassol,Cars,2016,Other ,"2,0L",2000,Automatic,Petrol
€8.450,Limassol,Toyota,2010,Avensis ,"1,8L",159000,Automatic,Petrol
€3.500,Lefkosia,Seat,2009,Leon ,"1,4L",225000,Manual,Petrol
€850,Limassol,Volkswagen,2000,Polo ,"1,4L",210000,Manual,Petrol
€13.900,Paphos,Nissan,2014,Juke ,"1,6L",84700,Automatic,Petrol
€3.000,Lefkosia,Audi,2005,A4 ,"1,8L",175000,Manual,Petrol
€6.000,Limassol,Saab,2006,9-3 ,"2,0L",182300,Automatic,Petrol
€6.500,Limassol,Fiat,2009,500 ,"1,4L",130000,Automatic,Petrol
€2.800,Limassol,Renault,2004,Clio ,"1,5L",265570,Manual,Diesel
€14.500,Paphos,Suzuki,2017,Swift ,"1,2L",56106,Automatic,Petrol
€7.000,Lefkosia,Nissan,2008,Qashqai ,"1,6L",215000,Manual,Petrol
€21.500,Lefkosia,Mitsubishi,2004,Lancer Evolution ,"2,0L",107000,Manual,Petrol
€11.600,Paphos,Mitsubishi,2007,L200 ,"2,5L",247000,Automatic,Diesel
€1.300,Lefkosia,BMW,2002,3-Series ,"2,0L",180000,Automatic,Petrol
€16.000,Lefkosia,Mazda,2004,RX8 ,"1,3L",72000,Manual,Petrol
€11.500,Lefkosia,Volkswagen,2016,Polo ,"1,2L",131000,Manual,Petrol
€30.000,Lefkosia,Ford,2016,Ranger ,"3,2L",105000,Automatic,Diesel
€4.500,Paphos,Mitsubishi,1998,Pajero ,"2,8L",170000,Manual,Diesel
€13.600,Limassol,Volkswagen,2010,Scirocco ,"2,0L",270000,Manual,Diesel
€2.800,Lefkosia,Suzuki,2006,Grand Vitara ,"1,6L",200000,Manual,None
€49.900,Lefkosia,Porsche,2012,Panamera ,"3,0L",300000,Automatic,Diesel
€3.500,Larnaca,BMW,2004,3-Series ,"2,0L",104840,Automatic,Petrol
€13.500,Larnaca,Jeep,1999,Wrangler ,"2,5L",150000,Manual,Petrol
€25.000,Limassol,Mazda,2019,CX-30 ,"2,0L",32000,Automatic,Petrol
€26.000,Limassol,BMW,2018,X1 ,"2,0L",63000,Automatic,Diesel
€3.000,Lefkosia,Mercedes-Benz,2005,E-Class ,"1,8L",393000,Automatic,Petrol
€17.200,Lefkosia,Citroen,2018,C3 Aircross ,"1,2L",30000,Automatic,Petrol
€4.999,Lefkosia,Toyota,2007,Yaris ,"1,3L",130000,Manual,Petrol
€8.500,Larnaca,BMW,2005,5-Series ,"2,2L",115000,Automatic,Petrol
€5.000,Limassol,Nissan,2009,Tiida ,"1,6L",97800,Automatic,Petrol
€13.900,Lefkosia,Audi,2011,A5 ,"2,0L",89000,Automatic,Petrol
€3.000,Paphos,Volvo,2005,S40 ,"1,6L",230000,Manual,Petrol
€2.800,Limassol,Toyota,2000,Vitz ,"1,5L",282000,Manual,Petrol
€4.200,Limassol,Hyundai,2007,Coupe ,"1,6L",226000,Manual,Petrol
€4.200,Larnaca,Nissan,2007,March ,"1,3L",210000,Automatic,Petrol
€59.000,Paphos,Bentley,2012,Flying Spur ,"6,0L",29400,Automatic,Petrol
€10.000,Larnaca,Land,1955,Rover Defender ,"2,3L",154000,Manual,Petrol
€11.400,Larnaca,"Opel,",2018,Vauxhall Astra ,"1,6L",200000,Manual,Diesel
€61.000,Lefkosia,Mercedes-Benz,2020,GLE-Class ,"2,0L",58226,Automatic,Diesel
€34.500,Limassol,Toyota,2019,RAV4 ,"2,5L",96000,Automatic,Hybrid
€13.500,Larnaca,Nissan,2013,Serena ,"2,0L",123000,Automatic,Petrol
€10.000,Lefkosia,Volkswagen,2015,Golf ,"1,4L",202000,Manual,Petrol
€13.000,Lefkosia,Mazda,2012,CX-5 ,"2,2L",213000,Automatic,Diesel
€14.000,Lefkosia,Land,2007,Rover Range Rover Vogue ,"3,6L",247000,Automatic,Diesel
€26.500,Lefkosia,Mercedes-Benz,2016,E-Class ,"2,0L",98317,Automatic,Diesel
€2.200,Paphos,Peugeot,2008,2008 ,"1,6L",120000,Manual,Diesel
€7.200,Paphos,KIA,2013,Picanto ,"1,1L",165000,Manual,Petrol
€10.500,Paphos,Mercedes-Benz,2009,Viano ,"2,2L",780000,Automatic,Diesel
€5.900,Lefkosia,Honda,2008,Fit ,"1,4L",188000,Automatic,Petrol
€24.900,Limassol,Mercedes-Benz,2014,E-Class ,"2,2L",111000,Automatic,Diesel
€13.190,Limassol,Mazda,2018,Demio ,"1,3L",44500,Automatic,Petrol
€3.000,Limassol,Ford,2007,Fiesta ,"1,4L",225000,Manual,Diesel
€200.000,Lefkosia,Mercedes-Benz,2022,SL-Class ,"4,0L",526,Automatic,Petrol
€5.250,Lefkosia,Toyota,2007,Auris ,"1,4L",258000,Manual,Petrol
€15.000,Larnaca,Toyota,2019,Vitz ,"1,3L",35800,Automatic,Petrol
€3.500,Limassol,Mercedes-Benz,2006,B-Class ,"1,4L",120000,Automatic,Petrol
€7.500,Limassol,BMW,2005,5-Series ,"2,2L",116865,Automatic,Petrol
€14.500,Limassol,Mazda,2019,Demio ,"1,5L",34300,Automatic,Petrol
€11.990,Larnaca,Toyota,2005,Land Cruiser ,"3,0L",450000,Manual,Diesel
€27.900,Limassol,Ford,2017,Ranger ,"3,2L",120000,Automatic,Diesel
€2.200,Paphos,Toyota,1999,RAV4 ,"2,0L",220000,Automatic,Petrol
€2.500,Lefkosia,Ford,2007,Fiesta ,"1,4L",195000,Manual,Petrol
€13.500,Limassol,Toyota,2018,Vitz ,"1,4L",76000,Automatic,Hybrid
€2.950,Lefkosia,Ford,2005,Transit ,"2,5L",500000,Manual,Diesel
€14.700,Limassol,Toyota,2019,Vitz ,"1,5L",27000,Automatic,Hybrid
€10.300,Paphos,BMW,2008,5-Series ,"3,0L",135000,Automatic,Petrol
€4.300,Paphos,Mitsubishi,2009,Colt ,"1,3L",199300,Automatic,Petrol
€69.900,Limassol,BMW,2019,X5 ,"3,0L",75000,Automatic,Diesel
€21.950,Limassol,Mazda,2019,CX-3 ,"2,0L",46431,Automatic,Petrol
€15.700,Limassol,Toyota,2019,Vitz ,"1,5L",32000,Automatic,Hybrid
€2.000,Larnaca,BMW,2001,6-Series ,"1,8L",210033,Manual,Petrol
€3.500,Larnaca,BMW,2005,1-Series ,"1,6L",159000,Manual,Petrol
€30.950,Limassol,BMW,2019,X1 ,"2,0L",46030,Automatic,Petrol
€30.990,Lefkosia,Volvo,2020,XC40 ,"2,0L",97000,Automatic,Diesel
€64.800,Lefkosia,Mercedes-Benz,2019,S-Class ,"3,0L",41842,Automatic,Diesel
€6.500                    ,Limassol,Ford,2011,Focus ,"1,6L",167000,Automatic,Petrol
€5.500,Larnaca,Fiat,2008,Bravo ,"1,6L",182200,Automatic,Diesel
€9.000,Famagusta,Nissan,2018,March ,"1,2L",59500,Automatic,Petrol
€128.500,Limassol,Land,2022,Rover Range Rover Sport ,"5,0L",4828,Automatic,Petrol
€55.000,Limassol,Mercedes-Benz,2016,GLE-Class ,"3,0L",31000,Automatic,Plug-In
€36.500,Limassol,Mercedes-Benz,2018,GLC-Class ,"2,2L",120000,Automatic,Diesel
€10.900,Larnaca,Nissan,2014,Qashqai ,"1,6L",117000,Manual,Diesel
€11.850,Limassol,Toyota,2018,Vitz ,"1,0L",35000,Automatic,Petrol
€15.850,Limassol,Honda,2018,Fit ,"1,5L",35000,Automatic,Hybrid
€9.000,Lefkosia,BMW,2005,6-Series ,"3,0L",115000,Automatic,Petrol
€4.000,Larnaca,Ford,2007,Focus ,"1,6L",200000,Automatic,Diesel
€23.000,Limassol,BMW,2010,X6 ,"3,0L",128000,Automatic,Diesel
€1.100,Limassol,Toyota,1992,Corolla ,"1,3L",191000,Manual,Petrol
€35.900,Lefkosia,BMW,2018,5-Series ,"2,0L",134500,Automatic,Diesel
€18.900,Limassol,BMW,2013,X3 ,"2,0L",160000,Automatic,Diesel
€3.900,Lefkosia,Hyundai,2008,Getz ,"1,5L",290000,Manual,Diesel
€9.500,Paphos,Mercedes-Benz,2006,M-Class ,"3,0L",145820,Automatic,Diesel
€7.800,Lefkosia,Volkswagen,2018,UP ,"1,0L",102302,Manual,Petrol
€6.900,Larnaca,BMW,2011,3-Series ,"2,0L",288000,Manual,Diesel
€15.750,Lefkosia,Toyota,2019,Vitz ,"1,5L",36072,Automatic,Hybrid
€12.300,Lefkosia,Toyota,2018,Vitz ,"1,0L",56750,Automatic,Petrol
€10.200,Limassol,Smart,2012,Fortwo ,"1,0L",89000,Automatic,Petrol
€4.000,Lefkosia,Skoda,2007,Octavia ,"1,6L",395000,Automatic,Petrol
€14.500,Paphos,Cars,1995,Other ,"3,0L",94920,Automatic,Petrol
€40.900,Lefkosia,BMW,2019,X3 ,"1,8L",73000,Automatic,Diesel
€17.950,Limassol,Smart,2019,Forfour ,"0,9L",32227,Automatic,Petrol
€138.000,Lefkosia,Aston,2020,Martin DB11 ,"5,2L",1600,Automatic,Petrol
€89.000,Lefkosia,Bentley,2014,Flying Spur ,"6,0L",98000,Automatic,Petrol
€18.900           ,Lefkosia,Mercedes-Benz,2015,C-Class ,"2,2L",195000,Automatic,Diesel
€5.500,Larnaca,Jaguar,2006,X-Type ,"2,0L",185000,Automatic,Petrol
€58.000,Lefkosia,Land,2018,Rover Range Rover Velar ,"3,0L",79000,Automatic,Diesel
€10.500,Lefkosia,Toyota,2019,Passo ,"1,0L",18000,Automatic,Petrol
€85.000,Lefkosia,Bentley,2010,Continental GTC ,"6,0L",40233,Automatic,Petrol
€17.500,Lefkosia,Mazda,2017,6 ,"2,4L",33000,Automatic,Petrol
€11.500,Limassol,Nissan,2019,March ,"1,2L",15901,Automatic,Petrol
€2.200,Paphos,Chevrolet,2008,Captiva ,"1,4L",124500,Manual,Petrol
€43.000,Limassol,BMW,2019,3-Series ,"2,0L",21500,Automatic,Petrol
€16.000,Limassol,Audi,2011,TT ,"2,0L",100000,Manual,Diesel
€24.500,Lefkosia,Nissan,2019,X-Trail ,"2,0L",33630,Automatic,Petrol
€17.500,Lefkosia,Mazda,2016,CX-5 ,"2,2L",92000,Automatic,Diesel
€11.900,Lefkosia,Toyota,2018,Vitz ,"1,0L",57800,Automatic,Petrol
€3.500,Lefkosia,Honda,2003,Accord ,"2,0L",270000,Manual,Petrol
€24.900,Limassol,Nissan,2019,Serena ,"2,0L",75000,Automatic,Hybrid
€28.800,Limassol,Mitsubishi,2019,L200 ,"2,4L",44000,Automatic,Diesel
€30.000,Larnaca,Mercedes-Benz,2016,GLC-Class ,"2,2L",128000,Automatic,Diesel
€16.500,Limassol,Audi,2012,A5 ,"1,8L",145660,Automatic,Petrol
€3.500,Famagusta,Mercedes-Benz,2004,E-Class ,"2,2L",334500,Automatic,Diesel
€7.400,Lefkosia,Toyota,2011,Yaris ,"1,4L",259000,Manual,Diesel
€2.400,Limassol,Renault,2006,Megane ,"1,4L",400000,Manual,Petrol
€230.000,Lefkosia,Land,2022,Rover Range Rover ,"4,4L",2896,Automatic,Petrol
€40.000,Limassol,BMW,2016,3-Series ,"2,0L",49550,Automatic,Diesel
€3.000,Paphos,Suzuki,2000,Jimny ,"1,3L",121242,Automatic,Petrol
€10.300,Lefkosia,Toyota,2017,Yaris ,"1,0L",95055,Manual,Petrol
€15.500,Lefkosia,Volkswagen,2019,Golf ,"1,6L",87569,Manual,Diesel
€24.900,Limassol,Toyota,2018,C-HR ,"1,8L",74600,Automatic,Hybrid
€25.000,Lefkosia,BMW,2014,X5 ,"2,0L",247000,Automatic,Diesel
€24.000,Larnaca,Mercedes-Benz,2017,CLA-Class ,"2,1L",150000,Automatic,Diesel
€20.900,Larnaca,Mazda,2018,CX-3 ,"2,0L",32000,Automatic,Petrol
€8.500,Lefkosia,Peugeot,2017,208 ,"1,6L",92698,Manual,Diesel
€22.900,Lefkosia,Volkswagen,2014,Amarok ,"2,0L",106000,Automatic,Diesel
€5.950,Paphos,Nissan,2010,Note ,"1,5L",88000,Manual,Petrol
€3.950,Lefkosia,Honda,2006,CRV ,"1,9L",335000,Manual,Petrol
€7.000,Paphos,Audi,2012,A3 ,"1,6L",133000,Manual,Diesel
€19.900,Limassol,Smart,2019,Fortwo ,"1,0L",20500,Automatic,Petrol
€28.000,Paphos,Land,2017,Rover Discovery Sport ,"2,0L",105000,Automatic,Diesel
€33.950,Larnaca,BMW,2014,X5 ,"3,0L",230000,Automatic,Diesel
€8.500,Limassol,Mercedes-Benz,2006,M-Class ,"3,0L",220000,Automatic,Diesel
€30.000,Larnaca,BMW,1985,3-Series ,"3,2L",1000,Manual,Petrol
€3.400,Paphos,Suzuki,2005,Jimny ,"1,3L",233078,Manual,Petrol
€21.300,Paphos,Mazda,2018,CX-3 ,"1,8L",29000,Automatic,Diesel
€23.900,Larnaca,Mercedes-Benz,2013,M-Class ,"2,2L",141000,Automatic,Diesel
€6.000,Paphos,Toyota,2008,Auris ,"2,0L",207000,Manual,Diesel
€39.500,Limassol,Jaguar,2018,E-Pace ,"2,0L",47000,Automatic,Diesel
€6.500,Paphos,Citroen,2009,Grand Picasso ,"1,6L",131000,Manual,Diesel
€12.000,Lefkosia,Toyota,2013,Yaris ,"1,5L",270000,Automatic,Petrol
€19.900,Limassol,Land,2010,Rover Range Rover Sport ,"5,0L",195000,Automatic,Petrol
€15.600,Limassol,Mazda,2018,Demio ,"1,5L",38500,Automatic,Petrol
€31.000,Limassol,Jeep,2021,Renegade ,"1,3L",21000,Automatic,Plug-In
€9.400,Paphos,Mercedes-Benz,2009,C-Class ,"2,0L",200000,Automatic,Diesel
€89.000,Famagusta,Mercedes-Benz,2018,GLE-Class ,"5,5L",64000,Automatic,Petrol
€1.400,Limassol,Toyota,1998,Harrier ,"3,0L",200000,Automatic,Petrol
€38.400,Limassol,Toyota,1984,Corolla Levin ,"1,6L",186000,Manual,Petrol
€4.650,Lefkosia,Fiat,2008,500 ,"1,4L",145000,Manual,Petrol
€2.800,Lefkosia,Honda,1996,Civic ,"1,5L",220000,Manual,Petrol
€3.000,Paphos,Honda,2000,CRV ,"2,0L",185000,Manual,Petrol
€5.000,Limassol,Chevrolet,2007,Captiva ,"2,0L",302000,Automatic,Diesel
€7.900,Paphos,Nissan,2014,Note ,"1,2L",79550,Automatic,Petrol
€4.250,Limassol,"Opel,",2010,Vauxhall Insignia ,"2,0L",190000,Manual,Diesel
€5.300,Limassol,Chevrolet,2009,Captiva ,"2,0L",15500,Automatic,Diesel
€3.800,Limassol,BMW,2004,7-Series ,"3,0L",230000,Automatic,Petrol
€4.150,Limassol,Fiat,2009,500 ,"1,3L",190000,Manual,Diesel
€5.000,Limassol,Toyota,2005,Passo ,"1,0L",110000,Automatic,Petrol
€44.500,Limassol,BMW,2019,X3 ,"2,0L",18000,Automatic,Diesel
€175.000,Limassol,Land,2022,Rover Range Rover ,"3,0L",14645,Automatic,Diesel
€3.200,Limassol,Smart,2006,Fortwo ,"0,7L",135500,Automatic,Petrol
€600,Lefkosia,Audi,1999,A4 ,"1,6L",200000,Manual,Petrol
€32.900,Lefkosia,Audi,2018,A5 ,"2,0L",30000,Automatic,Petrol
€7.000,Limassol,Volkswagen,2007,Golf ,"1,4L",150000,Manual,Petrol
€14.850,Lefkosia,Seat,2016,Leon ,"1,4L",116000,Manual,Petrol
€17.300,Limassol,Mazda,2017,CX-3 ,"1,5L",69500,Automatic,Diesel
€4.300,Limassol,Toyota,2006,RAV4 ,"2,0L",145000,Manual,Petrol
€11.500,Limassol,Smart,2016,Forfour ,"0,9L",63000,Manual,Petrol
€16.700,Larnaca,Mitsubishi,2013,L200 ,"2,5L",60000,Automatic,Diesel
€58.000,Larnaca,Land,2019,Rover Range Rover Sport ,"3,0L",130000,Automatic,Diesel
€16.400,Limassol,Mazda,2020,2 ,"1,5L",13000,Automatic,Petrol
€13.400,Lefkosia,Mazda,2018,Demio ,"1,3L",44150,Automatic,Petrol
€4.800,Famagusta,Honda,2006,Accord ,"2,2L",220000,Manual,Diesel
€19.500,Lefkosia,Jeep,2016,Renegade ,"2,0L",165000,Automatic,Diesel
€25.900,Limassol,Smart,2019,Fortwo Elec,tric,1100,Automatic,Electric
€1.800,Lefkosia,Mercedes-Benz,2001,E-Class ,"2,0L",140000,Automatic,Petrol
€25.000,Larnaca,Honda,2016,CRV ,"1,6L",125000,Automatic,Diesel
€21.500,Paphos,Hyundai,2016,Tucson ,"1,7L",72500,Automatic,Diesel
€15.850,Limassol,Toyota,2018,Sienta ,"1,5L",28500,Automatic,Petrol
€24.850,Limassol,Toyota,2019,C-HR ,"1,8L",29000,Automatic,Hybrid
€15.850,Limassol,Toyota,2018,Sienta ,"1,5L",18500,Automatic,Petrol
€24.850,Limassol,Mazda,2021,CX-3 ,"1,8L",18500,Automatic,Diesel
€11.850,Limassol,Mitsubishi,2018,Mirage ,"1,2L",28500,Automatic,Petrol
€17.850,Limassol,Toyota,2020,Yaris ,"1,5L",13000,Automatic,Petrol
€22.999,Limassol,Mercedes-Benz,2014,E-Class ,"2,2L",86000,Automatic,Diesel
€7.500,Paphos,Suzuki,2007,Swift ,"1,3L",84123,Automatic,Petrol
€395.000,Lefkosia,Rolls,2021,Royce Wraith ,"6,6L",3601,Automatic,Petrol
€21.850,Limassol,Volkswagen,2019,Golf ,"1,2L",42000,Automatic,Petrol
€13.850,Limassol,Toyota,2018,Vitz ,"1,3L",18540,Automatic,Petrol
€16.750,Limassol,Mazda,2020,2 ,"1,5L",13500,Automatic,Petrol
€55.000,Paphos,Nissan,2018,370Z ,"3,7L",9674,Manual,Petrol
€39.900,Limassol,Mini,2020,Cooper ,"2,0L",15000,Automatic,Petrol
€17.850,Limassol,Toyota,2020,Yaris ,"1,5L",14000,Automatic,Petrol
€18.750,Limassol,Volkswagen,2018,Golf ,"1,2L",69500,Automatic,Petrol
€11.850,Limassol,Nissan,2018,Note ,"1,2L",48000,Automatic,Petrol
€45.000,Limassol,Land,2014,Rover Range Rover Sport ,"3,0L",83000,Automatic,Diesel
€18.750,Limassol,Toyota,2020,Yaris ,"1,5L",25800,Automatic,Hybrid
€1.500,Famagusta,Suzuki,1985,Carry ,"1,3L",25731,Manual,Petrol
€156.000,Lefkosia,Land,2022,Rover Range Rover Sport ,"3,0L",180,Automatic,Diesel
€8.995,Paphos,Nissan,2012,Qashqai ,"1,5L",129000,Manual,Diesel
€3.400,Limassol,"Opel,",2010,Vauxhall Astra ,"1,6L",200000,Manual,Petrol
€13.000,Limassol,Fiat,2018,500 ,"1,2L",41000,Manual,Petrol
€2.500,Lefkosia,KIA,2009,Picanto ,"1,1L",152105,Manual,Petrol
€37.500,Larnaca,BMW,2017,5-Series ,"2,0L",53000,Automatic,Diesel
€59.500,Lefkosia,Jeep,2020,Wrangler ,"2,2L",35000,Automatic,Diesel
€30.000,Limassol,Mercedes-Benz,2016,C-Class ,"2,5L",100500,Automatic,Diesel
