Price,Date_Place,Brand,Year,New_Car,Engine,Km,Transmission,Gas
€29.800,Lefkosia,Mini,2018,Countryman ,"2,0L",88000,Automatic,Diesel
€23.500,Lefkosia,Toyota,2018,C-HR ,"1,8L",66000,Automatic,Hybrid
€4.000,Limassol,Mini,2009,Clubman ,"1,6L",100,Automatic,Petrol
€5.800,Lefkosia,Smart,2008,Fortwo ,"1,0L",70000,Automatic,Petrol
€27.800,Limassol,Volvo,2017,XC60 ,"2,0L",54000,Automatic,Diesel
€26.000,Limassol,Volkswagen,2019,T-Roc ,"1,5L",60000,Automatic,Petrol
€27.000,Limassol,Toyota,2000,Land Cruiser ,"4,2L",345000,Automatic,Diesel
€5.000,Limassol,Ford,2007,Focus ,"1,6L",109000,Automatic,Petrol
€6.500,Lefkosia,"Opel,",2016,Vauxhall Corsa ,"1,2L",120000,Automatic,Petrol
€2.600,Lefkosia,Smart,2004,Fortwo ,"0,7L",125000,Automatic,Petrol
€19.250,Limassol,Volkswagen,2018,Golf ,"1,2L",50000,Automatic,Petrol
€22.450,Limassol,Toyota,2021,Yaris ,"1,5L",10000,Automatic,Petrol
€21.450,Limassol,Mazda,2018,CX-3 ,"2,0L",44000,Automatic,Petrol
€12.900,Larnaca,Renault,2018,Twingo ,"0,9L",67000,Automatic,Petrol
€1.500,Lefkosia,Isuzu,1997,Trooper ,"3,1L",384000,Automatic,Diesel
€93.900,Limassol,Mercedes-Benz,2019,C-Class ,"4,0L",25072,Automatic,Petrol
€8.500,Lefkosia,Suzuki,2011,Swift ,"1,2L",86000,Automatic,Petrol
€21.200,Paphos,Mercedes-Benz,2012,SLK-Class ,"1,8L",165000,Automatic,Petrol
€11.900,Limassol,Skoda,2017,Yeti ,"1,4L",64000,Automatic,Petrol
€102.000,Lefkosia,BMW,2022,X6 ,"3,0L",1300,Automatic,Hybrid
€12.900,Larnaca,Hyundai,2016,i30 ,"1,6L",66180,Automatic,Petrol
€16.000,Larnaca,Mercedes-Benz,2011,E-Class ,"2,1L",210000,Automatic,Diesel
€4.600,Larnaca,Honda,2008,Civic ,"1,3L",260000,Automatic,Petrol
€2.800,Lefkosia,Peugeot,2007,207 ,"1,6L",179914,Manual,Petrol
€5.300,Limassol,Suzuki,2006,Swift ,"1,5L",238000,Automatic,Petrol
€8.000,Lefkosia,Mercedes-Benz,2003,E-Class ,"2,0L",115000,Automatic,Petrol
€15.500,Lefkosia,Mini,2016,Cooper ,"1,5L",80000,Automatic,Petrol
€22.000,Paphos,Land,2005,Rover Discovery ,"2,7L",286000,Automatic,Diesel
€11.500,Limassol,Toyota,2004,Hilux ,"2,4L",260000,Manual,Diesel
€19.900,Larnaca,Volvo,2018,V40 ,"2,0L",81000,Automatic,Diesel
€12.250,Limassol,Nissan,2019,Note ,"1,2L",26400,Automatic,Petrol
€6.950,Limassol,Honda,2010,Fit ,"1,3L",130000,Automatic,Petrol
€26.950,Limassol,Honda,2019,Vezel ,"1,5L",29000,Automatic,Hybrid
€28.000,Limassol,Mercedes-Benz,2015,C-Class ,"2,2L",150000,Automatic,Diesel
€27.000,Paphos,Suzuki,2021,Jimny ,"1,5L",16758,Automatic,Petrol
€12.500,Limassol,BMW,2008,3-Series ,"3,0L",177000,Automatic,Petrol
€65.000,Lefkosia,Cars,2017,Rover ,"3,0L",133000,Automatic,Petrol
€67.000,Limassol,BMW,2020,8-Series ,"3,0L",18000,Automatic,Petrol
€45.000,Paphos,Audi,2016,RS3 ,"2,5L",100000,Automatic,Petrol
€7.800,Limassol,Audi,2009,A4 ,"1,8L",174000,Manual,Petrol
€23.500,Paphos,Mazda,2020,CX-3 ,"1,8L",51000,Automatic,Diesel
€14.500,Lefkosia,Volkswagen,2019,Golf ,"1,5L",116419,Manual,Petrol
€8.500                    ,Lefkosia,Fiat,2018,Panda ,"1,2L",92293,Manual,Petrol
€13.700,Larnaca,Nissan,2015,Navara ,"2,5L",150000,Manual,Diesel
€18.000,Lefkosia,Seat,2018,Ateca ,"1,6L",66000,Manual,Diesel
€17.000,Limassol,Mercedes-Benz,2005,SL-Class ,"3,8L",180000,Automatic,Petrol
€32.000,Paphos,Mitsubishi,2008,Lancer Evolution ,"2,0L",70000,Automatic,Petrol
€13.800,Famagusta,BMW,2012,3-Series ,"2,0L",140000,Automatic,Diesel
€26.500,Limassol,Fiat,2019,124 Spider ,"1,4L",FIAT,SPIDER,LIKE
€4.400,Larnaca,Suzuki,2006,Jimny ,"1,3L",116000,Manual,Petrol
€38.500,Limassol,BMW,2019,5-Series ,"2,0L",66666,Automatic,Plug-In
€9.300,Limassol,Fiat,2012,500 ,"0,9L",75000,Automatic,Petrol
€5.200,Larnaca,Toyota,2008,Auris ,"1,6L",196000,Automatic,Petrol
€39.000,Lefkosia,Mercedes-Benz,2017,GLC-Class ,"2,0L",110000,Automatic,Diesel
€24.800,Lefkosia,BMW,2016,X3 ,"2,0L",123919,Automatic,Diesel
€16.500,Limassol,Cars,1984,Classic ,"2,3L",150000,Automatic,Petrol
€25.800,Limassol,Toyota,2020,C-HR ,"1,8L",37800,Automatic,Hybrid
€3.500,Lefkosia,Smart,2007,Fortwo ,"1,0L",120000,Automatic,Petrol
€8.500,Limassol,Mercedes-Benz,2007,CLS-Class ,"3,0L",183000,Automatic,Diesel
€4.900,Limassol,Ford,2009,Focus ,"1,6L",215897,Automatic,Petrol
€24.850,Limassol,Mazda,2021,CX-3 ,"1,5L",8000,Automatic,Petrol
€12.000,Larnaca,BMW,2008,X5 ,"3,0L",174000,Automatic,Petrol
€21.850,Limassol,Mazda,2018,CX-3 ,"2,0L",32000,Automatic,Petrol
€4.950,Limassol,Renault,2013,Megane ,"1,4L",110000,Manual,Petrol
€2.950,Limassol,Mercedes-Benz,2007,CLK-Class ,"2,0L",220000,Automatic,Petrol
€6.500,Limassol,BMW,2011,1-Series ,"1,8L",170000,Manual,Diesel
€6.950,Limassol,Renault,2013,Fluence ,"1,4L",750000,Automatic,Petrol
€22.850,Limassol,Mazda,2018,CX-5 ,"2,0L",29500,Automatic,Petrol
€750,Lefkosia,BMW,2001,3-Series ,"1,9L",190,Automatic,Petrol
€30.900,Limassol,Volkswagen,2019,Amarok ,"3,0L",49000,Manual,Diesel
€4.700,Lefkosia,Honda,2007,Civic ,"1,8L",260000,Automatic,Petrol
€38.500,Lefkosia,BMW,2017,6-Series ,"3,0L",93341,Automatic,Diesel
€45.000,Limassol,Lexus,2019,NX ,"2,5L",73000,Automatic,Hybrid
€37.000,Limassol,BMW,2018,5-Series ,"2,0L",77000,Automatic,Diesel
€32.000,Limassol,Mercedes-Benz,2017,E-Class ,"2,2L",108000,Automatic,Diesel
€98.000,Limassol,Ford,2019,F-150 ,"3,5L",60000,Automatic,Petrol
€14.350,Limassol,Honda,2019,Fit ,"1,3L",49900,Automatic,Petrol
€16.000,Larnaca,Ford,2019,Focus ,"1,5L",101273,Manual,Diesel
€2.200,Famagusta,Ford,2005,Fiesta ,"1,2L",168415,Manual,Petrol
€50.000,Limassol,BMW,2017,7-Series ,"3,0L",112500,Automatic,Diesel
€7.900,Limassol,BMW,2007,3-Series ,"2,0L",210000,Automatic,Diesel
€81.000,Limassol,Jeep,2021,Wrangler ,"2,0L",4500,Automatic,Petrol
€27.999,Larnaca,Audi,2013,Q7 ,"3,0L",164000,Automatic,Diesel
€12.200,Paphos,Toyota,2018,Vitz ,"1,0L",59000,Automatic,Petrol
€9.300,Lefkosia,Renault,2015,Clio ,"1,5L",199000,Manual,Diesel
€13.399,Limassol,Audi,2009,A5 ,"1,8L",110000,Automatic,Petrol
€10.900,Lefkosia,Hyundai,2012,i30 ,"1,6L",145000,Automatic,Diesel
€14.900,Larnaca,Nissan,2016,Qashqai ,"1,6L",203400,Automatic,Diesel
€11.900,Paphos,Nissan,2018,Note ,"1,2L",59000,Automatic,Petrol
€52.000,Paphos,Audi,2019,A8 ,"3,0L",42000,Automatic,Diesel
€3.500,Paphos,Suzuki,2000,Jimny ,"1,3L",170000,Manual,Petrol
€11.500,Limassol,Mercedes-Benz,2010,E-Class ,"2,2L",250000,Automatic,Diesel
€2.000,Paphos,Subaru,2003,Impreza ,"1,6L",15000,Manual,Petrol
€8.600,Paphos,Nissan,2009,Qashqai ,"1,6L",180000,Manual,Petrol
€3.500,Limassol,Mercedes-Benz,2006,E-Class ,"2,0L",262000,Automatic,Petrol
€15.450,Limassol,Mazda,2019,Demio ,"1,3L",32000,Automatic,Petrol
€13.450,Limassol,Smart,2018,Forfour ,"1,0L",42200,Automatic,Petrol
€3.300,Limassol,BMW,2006,5-Series ,"2,5L",255000,Automatic,Petrol
€86.000,Limassol,BMW,2019,8-Series ,"3,0L",21000,Automatic,Diesel
€28.700,Lefkosia,Toyota,2017,Hilux ,"2,4L",97000,Manual,Diesel
€1.700,Limassol,Volvo,2000,S40 ,"2,0L",134000,Manual,Petrol
€102.000,Limassol,BMW,2022,X6 ,"3,0L",14,Automatic,Hybrid
€164.000,Limassol,Land,2022,Rover Range Rover ,"3,0L",3943,Automatic,Diesel
€24.900,Limassol,Nissan,2019,Serena ,"2,0L",75000,Automatic,Hybrid
€180.000,Paphos,Mercedes-Benz,2020,G-Class ,"3,0L",14000,Automatic,Diesel
€27.500,Limassol,Nissan,2016,Navara ,"2,3L",26500,Manual,Diesel
€3.200,Limassol,Audi,2009,A3 ,"1,4L",350000,Manual,Petrol
€6.500                    ,Lefkosia,Toyota,2008,Auris ,"1,6L",207500,Automatic,Petrol
€59.000,Larnaca,Porsche,2018,718 ,"2,0L",48100,Automatic,Petrol
€65.000,Limassol,Mercedes-Benz,2021,GLC-Class ,"2,0L",12199,Automatic,Diesel
€10.000,Lefkosia,Toyota,2011,Prius ,"1,8L",250000,Automatic,Hybrid
€21.500,Larnaca,Toyota,2017,C-HR ,"1,8L",115000,Automatic,Hybrid
€4.995,Paphos,Suzuki,1985,Samurai ,"1,3L",50000,Manual,Petrol
€12.900,Lefkosia,Suzuki,2018,Swift ,"1,2L",85300,Automatic,Petrol
€13.500,Lefkosia,Mazda,2018,Demio ,"1,3L",77500,Automatic,Petrol
€13.000,Larnaca,Mercedes-Benz,2015,E-Class ,"2,2L",429800,Automatic,Diesel
€7.800,Lefkosia,Isuzu,2000,Pick-up ,"3,1L",225000,Manual,Diesel
€4.000,Limassol,Mini,1979,Cooper ,"1,0L",35204,Manual,Petrol
€3.800,Lefkosia,Toyota,2000,Rush ,"1,3L",173181,Manual,Petrol
€77.000,Paphos,BMW,2019,7-Series ,"3,0L",41900,Automatic,Plug-In
€5.900,Paphos,Mitsubishi,1998,Pajero ,"2,8L",230000,Manual,Diesel
€130.000,Paphos,BMW,2020,X6 ,"4,4L",22000,Automatic,Petrol
€82.000,Paphos,BMW,2019,M5 ,"4,4L",37014,Automatic,Petrol
€80.000,Paphos,Audi,2020,e-tron Elec,tric,48280,Automatic,Electric
€204.000,Paphos,Mercedes-Benz,2021,G-Class ,"3,0L",7242,Automatic,Diesel
€71.500,Paphos,BMW,2020,8-Series ,"3,0L",28968,Automatic,Petrol
€40.000,Paphos,BMW,2017,6-Series ,"3,0L",73800,Automatic,Diesel
€41.500,Paphos,Mercedes-Benz,2018,GLC-Class ,"3,0L",101000,Automatic,Diesel
€82.500,Paphos,Mercedes-Benz,2020,GLE-Class ,"2,0L",27036,Automatic,Diesel
€2.700,Paphos,Jaguar,2003,X-Type ,"2,0L",200,Automatic,Petrol
€7.750,Paphos,Audi,2009,A4 ,"2,0L",129484,Manual,Diesel
€8.700,Limassol,BMW,2003,3-Series ,"2,2L",84,Automatic,Petrol
€18.700,Lefkosia,BMW,2013,7-Series ,"3,0L",254000,Automatic,Diesel
€15.000,Lefkosia,Audi,2011,A5 ,"1,8L",150000,Automatic,Petrol
€68.500,Larnaca,Land,2018,Rover Range Rover Sport ,"3,0L",62000,Automatic,Diesel
€13.500,Lefkosia,Volkswagen,2017,Golf ,"1,2L",111992,Automatic,Petrol
€2.650,Limassol,Toyota,2002,Avensis ,"1,6L",208000,Manual,Petrol
€23.000,Limassol,Seat,2021,Arona ,"1,5L",8200,Automatic,Petrol
€20.999,Larnaca,Audi,2011,A8 ,"3,0L",167338,Automatic,Petrol
€13.900,Larnaca,"Opel,",2019,Vauxhall Astra ,"1,6L",137000,Automatic,Diesel
€2.000,Lefkosia,"Opel,",2004,Vauxhall Vectra ,"1,6L",178646,Manual,Petrol
€13.000,Larnaca,Mercedes-Benz,2012,C-Class ,"2,1L",240000,Automatic,Diesel
€12.500,Lefkosia,BMW,2014,1-Series ,"1,6L",77000,Automatic,Petrol
€13.000,Lefkosia,Mitsubishi,2010,L200 ,"2,5L",200000,Manual,Diesel
€3.500,Lefkosia,Mercedes-Benz,2006,B-Class ,"1,5L",138000,Manual,Petrol
€7.000,Lefkosia,Peugeot,2012,208 ,"1,2L",88000,Manual,Petrol
€21.000,Limassol,Skoda,2022,Kamiq ,"1,0L",In,Brand,New
€11.200,Lefkosia,Mitsubishi,2017,Mirage ,"1,3L",15000,Automatic,Petrol
€6.750,Paphos,Toyota,2001,MRS ,"1,8L",210000,Manual,Petrol
€17.800,Lefkosia,Toyota,2021,Vitz ,"1,5L",5800,Automatic,Petrol
€102.000,Lefkosia,Mercedes-Benz,2022,GLE-Class ,"2,9L",32,Automatic,Diesel
€102.000,Lefkosia,Mercedes-Benz,2022,GLE-Class ,"2,9L",21,Automatic,Diesel
€102.000,Lefkosia,Mercedes-Benz,2022,GLE-Class ,"2,9L",20,Automatic,Diesel
€118.000,Lefkosia,BMW,2022,iX Elec,tric,33,Automatic,Electric
€28.750,Limassol,Mazda,2021,CX-5 ,"2,2L",3000,Automatic,Diesel
€32.000,Lefkosia,BMW,2020,4-Series ,"2,0L",20432,Automatic,Petrol
€102.000,Lefkosia,Mercedes-Benz,2022,GLE-Class ,"2,9L",17,Automatic,Diesel
€36.500,Lefkosia,BMW,2017,5-Series ,"2,0L",93665,Automatic,Diesel
€42.000,Lefkosia,Mercedes-Benz,2019,GLC-Class ,"2,0L",41297,Automatic,Diesel
€90.000,Lefkosia,Maserati,2022,Ghibli ,"2,0L",5,Automatic,Hybrid
€60.500,Paphos,Land,2018,Rover Range Rover Vogue ,"3,0L",127000,Automatic,Diesel
€103.000,Lefkosia,Maserati,2022,Levante ,"2,0L",5,Automatic,Hybrid
€361.000,Lefkosia,Lamborghini,2022,Urus ,"4,0L",80,Automatic,Petrol
€295.000,Lefkosia,Bentley,2022,Continental GT ,"4,0L",85,Automatic,Petrol
€362.000,Lefkosia,Lamborghini,2022,Urus ,"4,0L",80,Automatic,Petrol
€23.900,Lefkosia,Toyota,2020,Corolla ,"1,8L",14520,Automatic,Hybrid
€104.000,Lefkosia,Mercedes-Benz,2022,GLE-Class ,"2,9L",35,Automatic,Diesel
€13.500,Lefkosia,Toyota,2016,Auris ,"1,4L",123500,Manual,Diesel
€7.000,Larnaca,Audi,2007,A4 ,"2,0L",156000,Automatic,Petrol
€63.500,Lefkosia,BMW,2019,X4 ,"3,0L",68000,Automatic,Diesel
€69.000,Lefkosia,Jeep,2021,Wrangler ,"2,0L",8222,Automatic,Petrol
€13.800                    ,Famagusta,BMW,2012,3-Series ,"2,0L",140000,Automatic,Diesel
€59.950,Paphos,Audi,2019,Q7 ,"2,0L",75000,Automatic,Petrol
€89.999,Larnaca,Mercedes-Benz,2016,AMG GT ,"4,0L",24950,Automatic,Petrol
€158.000,Lefkosia,Porsche,2022,Cayenne ,"3,0L",41,Automatic,Petrol
€140.000,Lefkosia,Land,2022,Rover Range Rover Sport ,"3,0L",56000,Automatic,Diesel
€132.000,Lefkosia,Mercedes-Benz,2022,GLS-Class ,"2,9L",19000,Automatic,Diesel
€42.000,Lefkosia,Jaguar,2019,F-Pace ,"2,0L",47615,Automatic,Diesel
€103.000,Lefkosia,Mercedes-Benz,2022,GLE-Class ,"2,9L",8571,Automatic,Diesel
€219.000,Lefkosia,Mercedes-Benz,2022,SL-Class ,"4,0L",80,Automatic,Petrol
€103.000,Lefkosia,Mercedes-Benz,2022,GLE-Class ,"2,9L",82,Automatic,Diesel
€129.000,Lefkosia,Land,2022,Rover Range Rover Sport ,"2,0L",17,Automatic,Diesel
€79.000,Lefkosia,Tesla,2022,Model Y Elec,tric,15467,Automatic,Electric
€92.000,Lefkosia,Tesla,2022,Model Y Elec,tric,80,Automatic,Electric
€304.000,Lefkosia,Bentley,2022,Flying Spur ,"3,0L",48,Automatic,Plug-In
€296.000,Lefkosia,Bentley,2022,Continental ,"4,0L",80,Automatic,Petrol
€117.000,Lefkosia,Tesla,2020,Model X Elec,tric,22826,Automatic,Electric
€84.000,Lefkosia,Maserati,2023,Grecale ,"2,0L",5,Automatic,Hybrid
€35.000,Famagusta,BMW,2016,X4 ,"3,0L",90000,Automatic,Diesel
€6.300,Famagusta,Mitsubishi,1993,Pajero ,"2,8L",450000,Automatic,Diesel
€15.500,Larnaca,Mazda,2016,CX-5 ,"2,2L",120000,None,Diesel
€27.800,Lefkosia,Audi,2018,Q2 ,"1,4L",81000,Automatic,Petrol
€4.500,Limassol,Toyota,2008,Auris ,"1,8L",138000,Manual,Diesel
€13.900,Paphos,Subaru,2013,XV ,"2,0L",115000,Automatic,Petrol
€33.000,Larnaca,Audi,2022,Q3 ,"1,4L",18250,Automatic,Petrol
€2.700,Lefkosia,Ford,2007,C-MAX ,"1,6L",75383,Manual,Petrol
€11.500,Lefkosia,Suzuki,2012,Swift ,"1,6L",58530,Manual,Petrol
€29.950,Paphos,Mercedes-Benz,2019,A-Class ,"1,4L",62000,Automatic,Petrol
€54.950,Paphos,Maserati,2017,Levante ,"3,0L",52000,Automatic,Diesel
€74.950,Paphos,Land,2019,Rover Range Rover Sport ,"2,0L",65000,Automatic,Plug-In
€18.500,Limassol,BMW,2017,1-Series ,"1,6L",62900,Automatic,Diesel
€119.000,Lefkosia,Mercedes-Benz,2021,S-Class ,"4,0L",8046,Automatic,Petrol
€13.700,Lefkosia,BMW,2014,3-Series ,"1,6L",148000,Automatic,Petrol
€8.295,Limassol,Nissan,2011,Qashqai ,"1,6L",118200,Manual,Petrol
€13.500,Paphos,Mitsubishi,2006,L200 ,"2,5L",230000,Manual,Diesel
€4.200,Limassol,Mercedes-Benz,2004,C-Class ,"1,8L",190000,Automatic,Petrol
€22.000,Limassol,Mitsubishi,2018,L200 ,"2,4L",150000,Manual,Diesel
€22.900,Lefkosia,Nissan,2018,X-Trail ,"2,0L",28300,Automatic,Petrol
€13.800,Limassol,Nissan,2015,Qashqai ,"1,2L",56400,Automatic,Petrol
€2.300,Lefkosia,BMW,2003,3-Series ,"2,0L",200000,Automatic,Petrol
€3.800,Paphos,KIA,2008,Ceed ,"1,4L",114710,Manual,Petrol
€1.899,Paphos,Mercedes-Benz,1998,C-Class ,"1,8L",132000,Automatic,Petrol
€64.000,Lefkosia,BMW,2017,X6 ,"3,0L",65000,Automatic,Diesel
€2.000,Lefkosia,Audi,2000,A6 ,"1,8L",151000,Automatic,Petrol
€9.950,Paphos,Toyota,2011,Rush ,"1,5L",140000,Automatic,Petrol
€28.500,Larnaca,Mercedes-Benz,2017,C-Class ,"2,2L",131000,Automatic,Diesel
€6.700,Limassol,Toyota,2009,Yaris ,"1,3L",160000,Manual,Petrol
€31.000,Limassol,Mazda,2018,CX-8 ,"2,2L",18469,Automatic,Diesel
€2.950,Paphos,Honda,2001,Fit ,"1,3L",290000,Automatic,Petrol
€64.000,Lefkosia,BMW,2017,X6 ,"3,0L",63000,Automatic,Diesel
€5.800,Lefkosia,Ford,2012,Fiesta ,"1,2L",83000,Manual,Petrol
€4.000,Paphos,KIA,2007,Picanto ,"1,3L",99000,Manual,Petrol
€13.900,Lefkosia,Volkswagen,2014,Golf ,"1,4L",72000,Automatic,Petrol
€13.500,Lefkosia,Nissan,2014,Qashqai ,"1,6L",198000,Manual,Diesel
€11.950,Limassol,Nissan,2019,Note ,"1,2L",62154,Automatic,Petrol
€1.000,Limassol,Toyota,1996,Corolla ,"1,5L",300000,Automatic,Diesel
€1.100,Lefkosia,Toyota,1997,Cynos ,"1,5L",209000,Manual,Petrol
€3.500,Paphos,Suzuki,2001,Jimny ,"1,4L",204343,Manual,Petrol
€59.900,Limassol,Land,2013,Rover Range Rover Vogue ,"3,0L",129000,Automatic,Diesel
€14.500,Limassol,Mazda,2019,Demio ,"1,5L",25500,Automatic,Petrol
€15.500,Limassol,Mazda,2018,Demio ,"1,5L",47500,Automatic,Diesel
€45.000,Lefkosia,Cadillac,2018,Escalade ,"6,2L",43500,Automatic,Petrol
€49.999,Larnaca,BMW,2012,M6 ,"4,4L",50000,Automatic,Petrol
€12.500                    ,Limassol,BMW,2007,X5 ,"3,0L",207000,Automatic,Petrol
€14.000,Limassol,Mercedes-Benz,2010,CLS-Class ,"3,0L",210000,Automatic,Diesel
€33.900,Limassol,BMW,2018,X4 ,"2,0L",94000,Automatic,Diesel
€449.000,Lefkosia,Rolls,2018,Royce Phantom ,"6,8L",30000,Automatic,Petrol
€14.500,Limassol,Mitsubishi,2020,Mirage ,"1,2L",13036,Automatic,Petrol
€15.900,Limassol,Toyota,2019,Vitz ,"1,5L",24700,Automatic,Hybrid
€13.900,Limassol,Toyota,2018,Vitz ,"1,3L",34200,Automatic,Petrol
€16.500,Limassol,Nissan,2019,Note e-Power ,"1,2L",22458,Automatic,Hybrid
€12.500,Limassol,Nissan,2018,Note ,"1,2L",28900,Automatic,Petrol
€14.900,Limassol,Honda,2019,Fit ,"1,3L",28400,Automatic,Petrol
€13.900,Limassol,Suzuki,2020,Swift ,"1,2L",7338,Automatic,Petrol
€28.700,Limassol,Nissan,2020,X-Trail ,"2,0L",18978,Automatic,Petrol
€15.900,Limassol,Nissan,2018,Note ,"1,2L",27500,Automatic,Hybrid
€11.900,Lefkosia,Honda,2010,CRV ,"2,0L",128100,Automatic,Petrol
€2.300,Limassol,Mitsubishi,2002,Colt ,"1,5L",230000,Automatic,Petrol
€20.000,Limassol,BMW,2008,6-Series ,"3,0L",160000,Automatic,Diesel
€15.000,Paphos,KIA,2018,Optima ,"1,7L",90000,Automatic,Diesel
€7.500,Paphos,Mercedes-Benz,2006,M-Class ,"3,0L",177000,Automatic,Diesel
€5.500,Larnaca,Volkswagen,2008,Tiguan ,"2,0L",239604,Automatic,Diesel
€3.700,Limassol,Suzuki,2009,Splash ,"1,3L",13000,Manual,Petrol
€11.500,Larnaca,Toyota,2010,RAV4 ,"2,2L",250000,Manual,Diesel
€6.499,Larnaca,Mazda,2013,5 ,"2,0L",1714,Automatic,Petrol
€14.000,Paphos,Toyota,2011,Voxy ,"2,0L",79541,Automatic,Petrol
€11.500,Lefkosia,KIA,2012,Optima ,"1,7L",200000,Automatic,Diesel
€9.300,Larnaca,Citroen,2013,Berlingo Multispace ,"1,6L",159000,Manual,Diesel
€15.600,Larnaca,Nissan,2019,Note e-Power ,"1,2L",76000,Automatic,Hybrid
€11.800,Lefkosia,Volkswagen,2012,Golf ,"0,6L",76000,Automatic,Diesel
€26.500,Limassol,Mazda,2019,CX-5 ,"2,2L",25000,Automatic,Diesel
€8.000,Paphos,Nissan,2009,NV200 ,"1,6L",105688,Automatic,Petrol
€7.900,Larnaca,Mercedes-Benz,2006,M-Class ,"3,0L",195000,Automatic,Diesel
€1.100,Limassol,BMW,1999,5-Series ,"2,0L",260000,Manual,Petrol
€19.700,Limassol,Nissan,2020,Tiida ,"2,5L",21000,Automatic,Petrol
€33.900,Limassol,Jaguar,2018,F-Pace ,"2,0L",98500,Automatic,Diesel
€106.000,Limassol,BMW,2021,iX Elec,tric,11000,Automatic,Electric
€4.500,Lefkosia,Toyota,2008,Auris ,"2,2L",256000,Manual,Diesel
€14.500,Lefkosia,Alfa,2015,Romeo Giulietta ,"2,0L",98000,Manual,Diesel
€1.100,Limassol,Daihatsu,2002,Domino ,"1,0L",240000,Manual,Petrol
€17.500,Larnaca,Mazda,2020,2 ,"1,5L",12000,Automatic,Diesel
€35.000,Limassol,BMW,2016,M2 ,"3,0L",120000,Automatic,Petrol
€37.500,Larnaca,Toyota,2020,RAV4 ,"2,5L",23000,Automatic,Hybrid
€14.400,Limassol,Mazda,2018,Demio ,"1,3L",14500,Automatic,Petrol
€11.500,Limassol,Nissan,2019,March ,"1,2L",27870,Automatic,Petrol
€23.900,Larnaca,Mazda,2021,CX-3 ,"1,5L",11000,Automatic,Petrol
€17.900,Larnaca,Mazda,2022,2 ,"1,5L",6000,Automatic,Petrol
€24.300,Larnaca,Mazda,2019,3 ,"1,8L",72000,Automatic,Diesel
€80.000,Larnaca,Audi,2020,Q7 ,"3,0L",35000,Automatic,Diesel
€123.000,Famagusta,Mercedes-Benz,2022,GLE-Class ,"3,0L",1500,Automatic,Diesel
€7.900,Limassol,Cars,1988,Other ,"0,6L",118000,Manual,Petrol
€189.000,Larnaca,Audi,2021,Q8 ,"4,0L",21000,Automatic,Petrol
€66.000,Famagusta,Audi,2019,Q8 ,"3,0L",75000,Automatic,Diesel
€700,Limassol,Suzuki,2003,Maruti ,"1,3L",291543,Manual,Petrol
€17.000,Lefkosia,Land,1999,Rover Defender ,"2,5L",130000,Manual,Diesel
€3.000,Paphos,Toyota,2004,Corolla ,"1,6L",254000,Automatic,Hybrid
€5.500,Limassol,Nissan,2001,Terrano ,"2,7L",195000,Manual,Diesel
€12.600,Limassol,Nissan,2013,Serena ,"2,0L",134577,Automatic,Petrol
€12.800,Limassol,Mitsubishi,2022,Mirage ,"1,2L",3600,Manual,Petrol
€20.000,Lefkosia,Cars,1987,Classic ,"4,2L",228526,Automatic,Petrol
€25.800,Limassol,Mercedes-Benz,2017,E-Class ,"2,0L",125000,Automatic,Diesel
€7.000,Lefkosia,Chevrolet,2007,Captiva ,"2,2L",134000,Automatic,Diesel
€1.000,Limassol,Renault,2004,Megane ,"1,4L",300000,Manual,Petrol
€9.500,Larnaca,Mercedes-Benz,2008,C-Class ,"1,8L",40000,Automatic,Petrol
€26.500,Limassol,Mazda,2021,6 ,"2,0L",16000,Automatic,Petrol
€4.900,Larnaca,Mercedes-Benz,2011,E-Class ,"2,1L",165000,Automatic,Diesel
€5.500,Limassol,Mercedes-Benz,2005,S-Class ,"2,8L",115000,Automatic,Petrol
€16.000,Limassol,Mazda,2016,CX-3 ,"1,5L",91500,Automatic,Diesel
€7.300,Limassol,Suzuki,2018,Alto ,"0,7L",56000,Automatic,Petrol
€14.950,Limassol,Nissan,2018,NV200 ,"1,6L",45000,Automatic,Petrol
€51.800,Lefkosia,Lexus,2018,RX ,"3,5L",69000,Automatic,Hybrid
€24.800,Limassol,Toyota,2018,C-HR ,"1,8L",38000,Automatic,Hybrid
€30.999                    ,Limassol,Mercedes-Benz,2016,GLC-Class ,"2,1L",109000,Automatic,Diesel
€95.000,Limassol,BMW,2020,i8 ,"1,5L",25600,Automatic,Plug-In
€2.000,Limassol,Mercedes-Benz,1998,C-Class ,"2,0L",180000,Automatic,Petrol
€3.800,Limassol,"Opel,",2010,Vauxhall Astra ,"1,6L",117000,Automatic,Petrol
€26.500,Limassol,Volvo,2017,XC60 ,"2,0L",148000,Automatic,Diesel
€54.950,Paphos,Jaguar,2019,F-Type ,"2,0L",48000,Automatic,Petrol
€27.950,Limassol,Volkswagen,2019,Tiguan ,"2,0L",50000,Automatic,Diesel
€2.000,Limassol,Toyota,1999,Yaris ,"1,0L",180000,Manual,Petrol
€2.500,Famagusta,Honda,2007,Jazz ,"1,3L",150000,Manual,Petrol
€26.500,Limassol,Mercedes-Benz,2017,E-Class ,"2,0L",88000,Automatic,Diesel
€16.000,Limassol,Mazda,2016,Axela ,"1,5L",48300,Automatic,Petrol
€32.900,Lefkosia,BMW,2018,X2 ,"2,0L",20000,Automatic,Petrol
